round,train,validation,gap
300,0.07665209157518205,0.0910836418898483,0.014431550314666253
301,0.07663921591795539,0.09108245994537964,0.014443244027424251
302,0.07662508386004212,0.09107849396968974,0.014453410109647624
303,0.07661237429263787,0.09108114953995229,0.014468775247314422
304,0.07659601267585317,0.09107360336443089,0.014477590688577721
305,0.07658425715570481,0.09107227881119086,0.014488021655486044
306,0.07657010388450664,0.0910775016336322,0.014507397749125558
307,0.07655953059287543,0.09107734794888284,0.014517817356007406
308,0.07654663492334904,0.091074280066944,0.014527645143594961
309,0.07653714789871938,0.09107795666585879,0.01454080876713941
310,0.07651283761997588,0.09108201261428413,0.014569174994308251
311,0.07649764934925946,0.09108175467192342,0.014584105322663965
312,0.07648701698226945,0.09107991556129659,0.014592898579027139
313,0.07647691671574623,0.09108586861017419,0.014608951894427957
314,0.07646514337604916,0.09108461993460668,0.014619476558557512
315,0.0764461027546535,0.091085237557047,0.01463913480239351
316,0.0764305487605861,0.09108650150510218,0.014655952744516088
317,0.07642036935843861,0.09108739003397551,0.014667020675536893
318,0.07640712944904202,0.09108458058979722,0.014677451140755207
319,0.07639001774694922,0.09109156382802015,0.014701546081070938
320,0.07637896762456257,0.09109150977471196,0.014712542150149388
321,0.07636414155213203,0.09109672981664296,0.014732588264510932
322,0.07635079700508225,0.09110181117603026,0.014751014170948012
323,0.07634220051629276,0.09110184390554231,0.014759643389249552
324,0.07633109850925388,0.09110449729152645,0.014773398782272573
325,0.07632162666858068,0.09110525193568488,0.014783625267104195
326,0.07630954793616578,0.09111248295442427,0.014802935018258495
327,0.07629545503510234,0.09111446053532517,0.014819005500222832
328,0.07628422548745202,0.09111510782840862,0.0148308823409566
329,0.07627363787990135,0.09111821775592457,0.014844579876023223
330,0.07625834591693927,0.09111975565325899,0.01486140973631972
331,0.07625050969940116,0.09112270069843202,0.014872190999030865
332,0.07623685521430845,0.09112488384567007,0.014888028631361613
333,0.0762237293922602,0.09111966222118653,0.014895932828926331
334,0.07621218822142593,0.09112254511890955,0.014910356897483615
335,0.07620103885045706,0.0911219831604415,0.014920944309984432
336,0.07618881978594334,0.09111935106681607,0.014930531280872725
337,0.0761732443490472,0.09112252839271183,0.014949284043664635
338,0.07616312920624613,0.09112777444339853,0.014964645237152407
339,0.07615262739901878,0.09112552531835497,0.01497289791933619
